section 3 12 USC 1882;LegalReferences
section 5 12 USC 1884;LegalReferences
SEC 357;<div class="ex4
Service Company Act;LegalReferences
Service Company Act 12 USC 1861 et seq;LegalReferences
section 1b4 12 USC 1861b4;LegalReferences
Federal Savings and Loan Insurance Corporation;EconomicOperands
section 1b5;LegalReferences
section 7c2 12 USC 1867c2;LegalReferences
SEC 358;<div class="ex4
Community Reinvestment Act of 1977;LegalReferences
Community Reinvestment Act of 1977 12 USC 2901 et seq;LegalReferences
section 803 12 USC 2902;LegalReferences
section 744q;LegalReferences
Public Law 10173 103 Stat 440;LegalReferences
section 806 12 USC 2905;LegalReferences
State member banks;EconomicOperands
SEC 359;<div class="ex4
Crime Control Act of 1990;LegalReferences
section 2539c2;LegalReferences
28 USC 509 note;LegalReferences
subparagraphs E through H;LegalReferences
subparagraphs C through G;LegalReferences
section 2554b2;LegalReferences
Public Law 101647 104 Stat 4890;LegalReferences
SEC 360;<div class="ex4
Depository Institution;EconomicOperands
Management Interlocks Act;LegalReferences
Management Interlocks Act 12 USC 3201 et seq;LegalReferences
section 207 12 USC 3206;LegalReferences
paragraphs 4 and 5;LegalReferences
section 209 12 USC 3207;LegalReferences
section 210a 12 USC 3208a;LegalReferences
SEC 361;<div class="ex4
Emergency Homeowners Relief Act;LegalReferences
Section 110;<div class="ex5
Bank Board;EconomicOperands
SEC 362;<div class="ex4
Federal Credit Union;EconomicOperands
Credit Union Act 12 USC 1751 et seq;LegalReferences
12 USC 17578;LegalReferences
section 205 12 USC 1785;LegalReferences
subsection i1;LegalReferences
section 206g7 12 USC 1786g7;LegalReferences
clause v;LegalReferences
depository;EconomicOperands
SEC 363;<div class="ex4
Deposit Insurance Act 12 USC 1811 et seq;LegalReferences
section 3 12 USC 1813;LegalReferences
subsection l5;LegalReferences
subsection z;LegalReferences
section 7 12 USC 1817;LegalReferences
subsection n;LegalReferences
Financing Corporation;EconomicOperands
section 8 12 USC 1818;LegalReferences
9 [Repealed];<div class="ex6
subsection e7;LegalReferences
subsection b9;LegalReferences
subsection o;LegalReferences
section 10 12 USC 1820;LegalReferences
subsection d5;LegalReferences
section 11 12 USC 1821;LegalReferences
Receiver;EconomicOperands
paragraph 18B;LegalReferences
paragraph 16;LegalReferences
paragraph 12B;LegalReferences
FSLIC;EconomicOperands
section 18 12 USC 1828;LegalReferences
posing;EconomicOperands
section 19e 12 USC 1829e;LegalReferences
section 28 12 USC 1831e;LegalReferences
section 33e 12 USC 1831je;LegalReferences
SEC 364;<div class="ex4
Loan Bank Act;LegalReferences
section 18;LegalReferences
SEC 365;<div class="ex4
Housing Enterprises Financial Safety and Soundness Act of 1992 12 USC 4501 et seq;LegalReferences
section 1315b 12 USC 4515b;LegalReferences
section 1317c 12 USC 4517c;LegalReferences
SEC 366;<div class="ex4
Federal Reserve Act 12 USC 221 et seq;LegalReferences
section 11a2 12 USC 248a2;LegalReferences
section 19b 12 USC 461b;LegalReferences
1F;LegalReferences
SEC 367;<div class="ex4
12 USC 1812 note;LegalReferences
12 USC 1467a note;LegalReferences
12 USC 1463 note;LegalReferences
section 402;LegalReferences
12 USC 1437 note;LegalReferences
section 1103a 12 USC 3332a;LegalReferences
section 1205b;LegalReferences
12 USC 1818 note;LegalReferences
subparagraphs C through F;LegalReferences
subparagraphs B through E;LegalReferences
section 1206 12 USC 1833b;LegalReferences
section 1216 12 USC 1833e;LegalReferences
paragraphs 3 and 4;LegalReferences
Thrift Depositor Protection Oversight Board of the Resolution Trust Corporation;EconomicOperands
SEC 368;<div class="ex4
Flood Disaster Protection Act of 1973;LegalReferences
Section 3a5;<div class="ex5
the Flood Disaster Protection Act of 1973 42 USC 4003a5;LegalReferences
SEC 369;<div class="ex4
12 USC 1461 et seq;LegalReferences
section 1 12 USC 1461;LegalReferences
section 2 12 USC 1462;LegalReferences
paragraphs 4 through 9;LegalReferences
paragraphs 2 through 7;LegalReferences
section 3 12 USC 1462a;LegalReferences
section 4 12 USC 1463;LegalReferences
Currency;EconomicOperands
subsection e5;LegalReferences
section 5 12 USC 1464;LegalReferences
clause heading;Other
rtc;Other
comptroller;EconomicOperands
subsections m n o and p;LegalReferences
subsection r3;LegalReferences
subsection t;LegalReferences
3 [Repealed];<div class="ex6
A [Reserved];<div class="ex7
clauses i through vii;LegalReferences
subsection v;LegalReferences
subsection w1;LegalReferences
intention;EconomicOperands
subparagraphs A through J;LegalReferences
section 8 12 USC 1466a;LegalReferences
section 9 12 USC 1467;LegalReferences
f [Reserved];<div class="ex5
subparagraphs A through G;LegalReferences
section 10 12 USC 1467a;LegalReferences
section 11 12 USC 1468;LegalReferences
section 12 12 USC 1468a;LegalReferences
section 13 12 USC 1468a;LegalReferences
SEC 370;<div class="ex4
Housing Act of 1948;LegalReferences
Section 502c;<div class="ex5
the Housing Act of 1948 12 USC 1701cc;LegalReferences
SEC 371;<div class="ex4
Community Development Act of 1992;LegalReferences
Section 543;<div class="ex5
Public Law 102550 106 Stat 3798;LegalReferences
subparagraphs G and H;LegalReferences
subparagraphs D and E;LegalReferences
SEC 372;<div class="ex4
Housing and Urban-Rural Recovery Act of 1983;LegalReferences
Section 469;<div class="ex5
12 USC 1701p1;LegalReferences
SEC 373;<div class="ex4
National Housing Act;LegalReferences
Section 202f;<div class="ex5
SEC 374;<div class="ex4
Neighborhood Reinvestment Corporation Act;LegalReferences
Section 606c3;<div class="ex5
the Neighborhood Reinvestment Corporation Act 42 USC 8105c3;LegalReferences
SEC 375;<div class="ex4
Public Law 93100;LegalReferences
Section 5d;<div class="ex5
SEC 376;<div class="ex4
section 3a34;LegalReferences
section 3b2;LegalReferences
the Federal Deposit Insurance Act 12 USC 1813b2;LegalReferences
section 3b3;LegalReferences
the Federal Deposit Insurance Act 12 USC 1813b3;LegalReferences
clauses iii iv and v;LegalReferences
clauses ii iii and iv;LegalReferences
subparagraph H;LegalReferences
section 12i 15 USC 78li;LegalReferences
national banks;EconomicOperands
section 23b1 15 USC 78wb1;LegalReferences
SEC 377;<div class="ex4
Title 18;<div class="ex5
subparagraphs D through H;LegalReferences
section 657;LegalReferences
section 982a3;LegalReferences
section 1006;LegalReferences
section 1014;LegalReferences
SEC 378;<div class="ex4
Title 31;<div class="ex5
section 321;LegalReferences
section 714a;LegalReferences
TITLE X;<div class="ex1
SEC 1001;<div class="ex4
Financial Protection Act of 2010;LegalReferences
SEC 1002;<div class="ex4
Business of insurance;EconomicOperands
Consumer financial product or service;EconomicOperands
consumer financial product or service;EconomicOperands
financial product or service;EconomicOperands
paragraph 15;LegalReferences
paragraph 15A;LegalReferences
Covered person;EconomicOperands
covered person;EconomicOperands
service provider;EconomicOperands
Deposit-taking activity;EconomicOperands
deposit-taking activity;EconomicOperands
Designated transfer date;EconomicOperands
Electronic conduit services;EconomicOperands
electronic conduit services;EconomicOperands
connections;EconomicOperands
Enumerated consumer laws;EconomicOperands
section 1029;LegalReferences
subtitle G;LegalReferences
subtitle H;LegalReferences
the Alternative Mortgage Transaction Parity Act of 1982 12 USC 3801 et seq;LegalReferences
the Consumer Leasing Act of 1976 15 USC 1667 et seq;LegalReferences
the Electronic Fund Transfer Act 15 USC 1693 et seq;LegalReferences
section 920;LegalReferences
the Equal Credit Opportunity Act 15 USC 1691 et seq;LegalReferences
the Fair Credit Billing Act 15 USC 1666 et seq;LegalReferences
the Fair Credit Reporting Act 15 USC 1681 et seq;LegalReferences
sections 615e;LegalReferences
the Home Owners Protection Act of 1998 12 USC 4901 et seq;LegalReferences
the Fair Debt Collection Practices Act 15 USC 1692 et seq;LegalReferences
subsections b through f;LegalReferences
section 43;LegalReferences
sections 502;LegalReferences
section 501b;LegalReferences
the Home Mortgage Disclosure Act of 1975 12 USC 2801 et seq;LegalReferences
the Real Estate Settlement Procedures Act of 1974 12 USC 2601 et seq;LegalReferences
Mortgage Licensing Act of 2008 12 USC 5101 et seq;LegalReferences
section 626;LegalReferences
the Omnibus Appropriations Act;LegalReferences
the Interstate Land Sales Full Disclosure Act 15 USC 1701;LegalReferences
Fair Lending;EconomicOperands
fair lending;EconomicOperands
Federal consumer financial law;EconomicOperands
subtitles F and H;LegalReferences
Financial product or service;EconomicOperands
i extending;<div class="ex8
ii extending;<div class="ex8
leases;EconomicOperands
transmitting or exchanging funds;EconomicOperands
stored value;EconomicOperands
payment instruments;EconomicOperands
payment instrument;EconomicOperands
online banking;EconomicOperands
person regulated by the Commission;EconomicOperands
analyzes;EconomicOperands
section 1027a2A;LegalReferences
Providing;EconomicOperands
Foreign exchange;EconomicOperands
Insured credit union;EconomicOperands
Payment instrument;EconomicOperands
Person regulated by the commodity futures trading commission;EconomicOperands
person regulated by the Commodity Futures Trading Commission;EconomicOperands
Person regulated by the commission;EconomicOperands
subparagraphs A through K;LegalReferences
Person regulated by a State insurance regulator;EconomicOperands
person regulated by a State insurance regulator;EconomicOperands
Person that performs income tax preparation activities for consumers;EconomicOperands
person that performs income tax preparation activities for consumers;EconomicOperands
section 7701a36;LegalReferences
section 330;LegalReferences
Providers;EconomicOperands
section 7216;LegalReferences
Related person;EconomicOperands
related person;EconomicOperands
II breach;<div class="ex9
26;<div class="ex6
Service provider;EconomicOperands
incidentally;LogicalConnectors
27;<div class="ex6
section 104a;LegalReferences
the Federally Recognized Indian Tribe List Act of 1994;LegalReferences
Stored value;EconomicOperands
debit card;EconomicOperands
ii redeemable;<div class="ex8
v honored;<div class="ex8
Transmitting or exchanging funds;EconomicOperands
payment services;EconomicOperands
SEC 1011;<div class="ex4
Federal consumer financial laws;EconomicOperands
works;EconomicOperands
budgets;EconomicOperands
chapters;Other
3 Qualification;<div class="ex6
section 5313;LegalReferences
5 Deputy;<div class="ex6
3 Removal;<div class="ex6
restriction;RegulatoryOperators
SEC 1012 Executive;<div class="ex4
c Autonomy;<div class="ex5
2 Autonomy;<div class="ex6
A intervene;<div class="ex7
SEC 1013;<div class="ex4
section 2105;LegalReferences
appointments;EconomicOperands
ii Veterans preferences;<div class="ex8
section 2302b11;LegalReferences
section 11l;LegalReferences
Federal Reserve System retirement plan;EconomicOperands
Federal Reserve System thrift plan;EconomicOperands
Federal Reserve System Retirement Plan;EconomicOperands
Federal Reserve System Thrift Plan;EconomicOperands
Civil Service;EconomicOperands
Employer;EconomicOperands
Controlled;EconomicOperands
subsections b c m and o;LegalReferences
section 414;LegalReferences
4 Labor-management relations;<div class="ex6
ii assure;<div class="ex8
high growth;EconomicOperands
Collecting;EconomicOperands
B Routing;<div class="ex7
calls;EconomicOperands
the Equal Credit Opportunity Act;LegalReferences
the Home Mortgage Disclosure Act;LegalReferences
B coordinating;<div class="ex7
F wealth;<div class="ex7
And;LogicalConnectors
Section 513c1;LegalReferences
Education Improvement Act 20 USC 9702c1;LegalReferences
Section 513d;LegalReferences
Education Improvement Act;LegalReferences
outcomes;EconomicOperands
Service Member;EconomicOperands
service members;EconomicOperands
Regional;EconomicOperands
near;FunctionWords
service member;EconomicOperands
2 Assistant;<div class="ex6
i disseminating;<div class="ex8
legitimacy;EconomicOperands
SEC 1014;<div class="ex4
trends;EconomicOperands
covered persons;EconomicOperands
Presidents;EconomicOperands
places;EconomicOperands
SEC 1015;<div class="ex4
SEC 1016 Appearances;<div class="ex4
a Appearances;<div class="ex5
Transportation;EconomicOperands
SEC 1017;<div class="ex4
Board Of Governors;EconomicOperands
ii 11;<div class="ex8
iii 12;<div class="ex8
C Reviewability;<div class="ex7
Financial statements;EconomicOperands
accounting standards;EconomicOperands
D Assertion;<div class="ex7
section 3512c;LegalReferences
section 716c;LegalReferences
section 3709;LegalReferences
Apportionment;EconomicOperands
section 1517;LegalReferences
SEC 1018;<div class="ex4
SEC 1021;<div class="ex4
3 outdated unnecessary;<div class="ex6
sections 1024;LegalReferences
SEC 1022;<div class="ex4
section 1026;LegalReferences
section 1023;LegalReferences
section 1061b5;LegalReferences
Confidential;EconomicOperands
Methodology;EconomicOperands
voluntary;EconomicOperands
databases;EconomicOperands
answers;EconomicOperands
gathering;EconomicOperands
nondepository;EconomicOperands
section 552b;LegalReferences
Right;EconomicOperands
Financial Privacy Act of 1978 12 USC 3401 et seq;LegalReferences
Financial Privacy Act of 1978;LegalReferences
section 1101;LegalReferences
SEC 1023;<div class="ex4
decides;EconomicOperands
Stays;EconomicOperands
asides;FunctionWords
Decisions;EconomicOperands
5 Dismissal;<div class="ex6
SEC 1024;<div class="ex4
section 1013b3;LegalReferences
private education loan;EconomicOperands
section 140;LegalReferences
section 1025a or 1026a;LegalReferences
Activity;EconomicOperands
B obtaining;<div class="ex7
C detecting;<div class="ex7
Risk-based;EconomicOperands
product markets;EconomicOperands
5 Preservation;<div class="ex6
checks;EconomicOperands
principals;EconomicOperands
section 1061;LegalReferences
petitions;EconomicOperands
Agreement;EconomicOperands
section 7c;LegalReferences
the Bank Service Company Act;LegalReferences
f Preservation;<div class="ex5
farm credit administration;EconomicOperands
SEC 1025;<div class="ex4
large banks;EconomicOperands
4 Preservation;<div class="ex6
the Bank Service Company Act 12;LegalReferences
Simultaneous;EconomicOperands
Avoidance;EconomicOperands
section 212;LegalReferences
SEC 1026;<div class="ex4
2 Preservation;<div class="ex6
continual;EconomicOperands
Except for;FunctionWords
section 1025;LegalReferences
SEC 1027;<div class="ex4
sellers;EconomicOperands
Offering;EconomicOperands
small business concern;EconomicOperands
the Small Business Act 15 USC 632;LegalReferences
1 Real estate;<div class="ex6
brings;EconomicOperands
Description;EconomicOperands
manufactured home;EconomicOperands
modular home;EconomicOperands
Manufactured home;EconomicOperands
section 603;LegalReferences
Manufactured;EconomicOperands
Safety Standards Act of 1974 42 USC 5402;LegalReferences
Modular home;EconomicOperands
codes;LegalReferences
i customary;<div class="ex8
section 505a6;LegalReferences
1 Preservation;<div class="ex6
specified plan or arrangement;EconomicOperands
section 529b1;LegalReferences
Specified plan or arrangement;EconomicOperands
section 220;LegalReferences
commodity futures trading commission;EconomicOperands
person regulated by the Farm Credit Administration;EconomicOperands
subsections a through h;LegalReferences
section 1022;LegalReferences
Attorney general;EconomicOperands
section 1024c1;LegalReferences
Secretary of the treasury;EconomicOperands
Fair housing Act;LegalReferences
the Fair Housing Act;LegalReferences
SEC 1028;<div class="ex4
SEC 1029;<div class="ex4
motor vehicles;EconomicOperands
motor vehicle dealer;EconomicOperands
Subsection a;LegalReferences
c Preservation;<div class="ex5
subsections b and d;LegalReferences
motor vehicle dealers;EconomicOperands
Motor vehicle;EconomicOperands
motor vehicle;EconomicOperands
B recreational boats;<div class="ex7
C motorcycles;<div class="ex7
D motor;<div class="ex7
title 49;LegalReferences
Motor vehicle dealer;EconomicOperands
resident;EconomicOperands
SEC 1029A;<div class="ex4
sections 1022;LegalReferences
Authorities;EconomicOperands
SEC 1031;<div class="ex4
Prohibiting;RegulatoryOperators
c Unfairness;<div class="ex5
public policy;EconomicOperands
interferes;EconomicOperands
SEC 1032;<div class="ex4
C succinctly;<div class="ex7
explains;EconomicOperands
validated;EconomicOperands
Trial;EconomicOperands
trials;EconomicOperands
f Combined;<div class="ex5
sections 4;LegalReferences
SEC 1033;<div class="ex4
credit scores;EconomicOperands
money laundering;EconomicOperands
Standardized;EconomicOperands
SEC 1034;<div class="ex4
3 follow-up;<div class="ex6
SEC 1035;<div class="ex4
Private education loan;EconomicOperands
Private Education Loan;EconomicOperands
private education loans;EconomicOperands
section 141f;LegalReferences
the Higher Education Act of 1965 20 USC 1018f;LegalReferences
3 compile;<div class="ex6
Pensions;EconomicOperands
institution of higher education;EconomicOperands
SEC 1036;<div class="ex4
copying;EconomicOperands
section 1031;LegalReferences
SEC 1037;<div class="ex4
SUBTITLE D Preservation;<div class="ex2
SEC 1041 Relation;<div class="ex4
sections 1044;LegalReferences
Greater;LogicalConnectors
section 1083;LegalReferences
consumer protection regulations;EconomicOperands
consumer protection regulation;EconomicOperands
Explanation;EconomicOperands
4 Reservation;<div class="ex6
SEC 1042 Preservation;<div class="ex4
i remove;<div class="ex8
SEC 1043 Preservation;<div class="ex4
SEC 1044;<div class="ex4
SEC 5136C;<div class="ex4
National bank;EconomicOperands
State consumer financial laws;EconomicOperands
State consumer financial law;EconomicOperands
County;EconomicOperands
the Federal Reserve Act 12 USC 371;LegalReferences
Case-by-case basis;EconomicOperands
Substantial;Attributes
supports;EconomicOperands
preempts;EconomicOperands
section 5244;LegalReferences
Federal Reserve Act 12 USC 371;LegalReferences
section 5197;LegalReferences
OCC;EconomicOperands
constraints;EconomicOperands
SEC 1045;<div class="ex4
Section 5136C;<div class="ex5
SEC 1046;<div class="ex4
The Home Owners Loan Act 12 USC 1461 et seq;LegalReferences
Principles;EconomicOperands
SEC 1047 Visitorial;<div class="ex4
National banks;EconomicOperands
i Visitorial;<div class="ex5
Clearing House;EconomicOperands
S;FunctionWords
Savings associations;EconomicOperands
the Home Owners Loan Act;LegalReferences
c Visitorial;<div class="ex5
SEC 1048;<div class="ex4
SEC 1051;<div class="ex4
Bureau investigation;EconomicOperands
Bureau investigator;EconomicOperands
Custodian;EconomicOperands
Documentary material;EconomicOperands
documentary material;EconomicOperands
SEC 1052;<div class="ex4
Fair lending;EconomicOperands
Contempt;EconomicOperands
Demands;EconomicOperands
investigative;EconomicOperands
demand for;EconomicOperands
Demand for;EconomicOperands
A propound;<div class="ex7
Oral;EconomicOperands
Method;EconomicOperands
9 Proof;<div class="ex6
answer;EconomicOperands
Oath;EconomicOperands
ii Transcription;<div class="ex8
Transmission;EconomicOperands
Location;EconomicOperands
D Attorney;<div class="ex7
Objections;EconomicOperands
briefly;LogicalConnectors
refuses;EconomicOperands
section 6004;LegalReferences
E Transcripts;<div class="ex7
substance;EconomicOperands
waives;RegulatoryOperators
him;FunctionWords
Copy;EconomicOperands
Witness;EconomicOperands
Documentary materials;EconomicOperands
g Custodial;<div class="ex5
section 1291;LegalReferences
SEC 1053;<div class="ex4
Hearings;EconomicOperands
Effectiveness;EconomicOperands
section 1254;LegalReferences
3 Incomplete;<div class="ex6
Temporary;EconomicOperands
ii affirmative;<div class="ex8
SEC 1054;<div class="ex4
Litigation;EconomicOperands
Compromise;EconomicOperands
avoids;EconomicOperands
e Appearance;<div class="ex5
Forum;EconomicOperands
Transferred;EconomicOperands
SEC 1055;<div class="ex4
moneys;EconomicOperands
Civil money penalty;EconomicOperands
Mitigating;EconomicOperands
finally;LogicalConnectors
SEC 1056;<div class="ex4
SEC 1057;<div class="ex4
covered employee;EconomicOperands
covered employees;EconomicOperands
2 testified;<div class="ex6
4 objected;<div class="ex6
he;FunctionWords
she;FunctionWords
Actions;EconomicOperands
Investigation;EconomicOperands
objections;EconomicOperands
B Rebuttal;<div class="ex7
demonstrates;EconomicOperands
C Evidentiary;<div class="ex7
De novo;FunctionWords
de novo;FunctionWords
citizenship;EconomicOperands
Award;EconomicOperands
D Mandamus;<div class="ex7
section 1361;LegalReferences
d Unenforceability;<div class="ex5
SEC 1058;<div class="ex4
SEC 1061;<div class="ex4
consumer financial protection functions;EconomicOperands
Defined;EconomicOperands
transferor agency;EconomicOperands
transferor agencies;EconomicOperands
Comptroller of the currency;EconomicOperands
office of thrift supervision;EconomicOperands
Federal deposit insurance corporation;EconomicOperands
Trade Commission Act;LegalReferences
federal;EconomicOperands
section 1025a1;LegalReferences
the Federal Trade Commission Act 15 USC 41 et seq;LegalReferences
section 18a1B;LegalReferences
National credit union administration;EconomicOperands
Mortgage Licensing Act of 2008 12 USC 5102 et seq;LegalReferences
the Interstate Land Sales Full Disclosure Act 15 USC 1701 et seq;LegalReferences
section 1025a;LegalReferences
section 1025c;LegalReferences
section 1026a;LegalReferences
sections 3q;LegalReferences
the Bank Service Company Act 12 USC 1861 et seq;LegalReferences
Subsections b and c;LegalReferences
SEC 1062;<div class="ex4
b Changing;<div class="ex5
In no case;LogicalConnectors
SEC 1063;<div class="ex4
Section 1061b1;LegalReferences
Section 1061b4;LegalReferences
Section 1061b5;LegalReferences
Section 1061b6;LegalReferences
Office of the comptroller of the currency;EconomicOperands
Section 1061b2;LegalReferences
Section 1061b3;LegalReferences
Section 1061b7;LegalReferences
the Interstate Land Sales Full Disclosure Act;LegalReferences
h Continuation;<div class="ex5
SEC 1064;<div class="ex4
Identifying;EconomicOperands
Identified;FunctionWords
fdic;EconomicOperands
paragraphs 1 through 7;LegalReferences
senior executive service;EconomicOperands
section 3132a7;LegalReferences
d Equal;<div class="ex5
2-Year;Attributes
Between;FunctionWords
III afford;<div class="ex9
Federal Reserve System transferred employees;EconomicOperands
Transferred employees;EconomicOperands
federal employee retirement program;EconomicOperands
Federal Reserve System transferred employee;EconomicOperands
Federal Employee Retirement Program;EconomicOperands
section 1013a2B;LegalReferences
tax-qualified;EconomicOperands
sections 401a;LegalReferences
B Medical dental vision;<div class="ex7
entitys;EconomicOperands
section 8905b1A;LegalReferences
3 OPM;<div class="ex6
SEC 1065;<div class="ex4
Incidental;EconomicOperands
dispositions;EconomicOperands
SEC 1066;<div class="ex4
section 1011;LegalReferences
treasury;EconomicOperands
SEC 1067;<div class="ex4
Workplace flexibilities;EconomicOperands
SEC 1071;<div class="ex4
Small business;EconomicOperands
The Equal Credit Opportunity Act 15 USC 1691 et seq;LegalReferences
SEC 704B;<div class="ex4
Small business loan;EconomicOperands
1 inquire;<div class="ex6
2 Itemization;<div class="ex6
small business loan;EconomicOperands
3 Compilation;<div class="ex6
A compile;<div class="ex7
Guidance;EconomicOperands
section 1204c3;LegalReferences
Section 701b;LegalReferences
the Consumer Credit Protection Act;LegalReferences
SEC 1072;<div class="ex4
a HERA;<div class="ex5
Section 1132;LegalReferences
ii specializes;<div class="ex8
section 1132;LegalReferences
SEC 1073;<div class="ex4
Remittance transfers;EconomicOperands
remittance transfers;EconomicOperands
The Electronic Fund Transfer Act 15 USC 1693 et seq;LegalReferences
section 902b 15 USC 1693b;LegalReferences
section 904c 15 USC 1693bc;LegalReferences
sections 919;LegalReferences
sections 920;LegalReferences
section 918;LegalReferences
remittance transfer provider;EconomicOperands
sender;EconomicOperands
remittance transfer;EconomicOperands
designated recipient;EconomicOperands
section 1013;LegalReferences
Signatures;EconomicOperands
National Commerce Act 15 USC 7001 et seq;LegalReferences
beyond;FunctionWords
remittance transfer providers;EconomicOperands
section 101c;LegalReferences
Global Commerce Act;LegalReferences
6 Storefront;<div class="ex6
internet;EconomicOperands
i Prominent;<div class="ex8
ii Onsite displays;<div class="ex8
via;FunctionWords
section 904a2;LegalReferences
advanced;EconomicOperands
Remittance transfer;EconomicOperands
Error;EconomicOperands
i refund;<div class="ex8
senders;EconomicOperands
3 Cancellation;<div class="ex6
section 903;LegalReferences
sections 905;LegalReferences
section 908;LegalReferences
Obligations;EconomicOperands
National Commerce Act;LegalReferences
section 906a;LegalReferences
Automated;EconomicOperands
flows;EconomicOperands
expansion;EconomicOperands
ACH;EconomicOperands
efficacy;EconomicOperands
Assuring;EconomicOperands
SAFE;EconomicOperands
Paragraph 12;LegalReferences
section 919;LegalReferences
the Electronic Fund Transfer Act;LegalReferences
credit score;EconomicOperands
transparency and disclosure;EconomicOperands
SEC 1074;<div class="ex4
privatization;EconomicOperands
Analyses;EconomicOperands
standardization;EconomicOperands
SEC 1075;<div class="ex4
sections 921;LegalReferences
SEC 920;<div class="ex4
interchange transaction fees;EconomicOperands
electronic debit transactions;EconomicOperands
interchange transaction fee;EconomicOperands
electronic debit transaction;EconomicOperands
payment card network;EconomicOperands
payment card networks;EconomicOperands
ii checking;<div class="ex8
B distinguish;<div class="ex7
debit cards;EconomicOperands
prepaid cards;EconomicOperands
prepaid card;EconomicOperands
III redeemable;<div class="ex9
automated teller machines;EconomicOperands
V reloadable;<div class="ex9
marketed;EconomicOperands
automated teller machine;EconomicOperands
designated automated teller machine network;EconomicOperands
network fees;EconomicOperands
network fee;EconomicOperands
providing that;LogicalConnectors
II networks;<div class="ex9
credit cards;EconomicOperands
Lawful;EconomicOperands
minimums;Attributes
maximums;Attributes
credit card;EconomicOperands
Debit card;EconomicOperands
section 915a2A;LegalReferences
Credit card;EconomicOperands
section 103;LegalReferences
Discount;EconomicOperands
Electronic debit transaction;EconomicOperands
Institution of higher education;EconomicOperands
the Higher Education Act of 1965;LegalReferences
Interchange transaction fee;EconomicOperands
Issuer;EconomicOperands
Network fee;EconomicOperands
Payment card network;EconomicOperands
Sections 916;LegalReferences
Section 7h10;LegalReferences
Section 920;LegalReferences
electronic benefit transfer;EconomicOperands
Rural Investment Act of 2002;LegalReferences
Section 4402;LegalReferences
Rural Investment Act of 2002 7 USC 3007;LegalReferences
the Child Nutrition Act of 1966;LegalReferences
the Child Nutrition Act of 1966 42 USC 1780;LegalReferences
School Lunch Act 42 USC 1751 et seq;LegalReferences
SEC 1076 Reverse;<div class="ex4
section 4302d;LegalReferences
the Real Estate Settlement Procedures Act;LegalReferences
Equity;EconomicOperands
SEC 1077;<div class="ex4
parents;EconomicOperands
B socioeconomic;<div class="ex7
title IV;LegalReferences
associates;EconomicOperands
behaviors;EconomicOperands
section 435m;LegalReferences
consumer protections;EconomicOperands
SEC 1078;<div class="ex4
variations;EconomicOperands
SEC 1079;<div class="ex4
exchange facilitators;EconomicOperands
Exchange facilitator;EconomicOperands
exchange facilitator;EconomicOperands
3 advertises;<div class="ex6
publications;EconomicOperands
transmissions;EconomicOperands
SEC 1079A;<div class="ex4
a Sentencing;<div class="ex5
A Directive;<div class="ex7
Pursuant to;FunctionWords
section 994;LegalReferences
Guidelines;EconomicOperands
offenses;EconomicOperands
subclauses I and II;LegalReferences
section 3553a2;LegalReferences
SEC 3301;<div class="ex4
Securities fraud offenses;EconomicOperands
securities fraud offense;EconomicOperands
section 1348;LegalReferences
section 32a;LegalReferences
the Securities Act of 1933 15 USC 77x;LegalReferences
section 217;LegalReferences
section 49;LegalReferences
the Trust Indenture Act of 1939 15 USC 77yyy;LegalReferences
the False Claims Act;LegalReferences
Section 3730h;LegalReferences
SEC 1081;<div class="ex4
the Inspector General Act;LegalReferences
SEC 1082;<div class="ex4
the Privacy Act of 1974;LegalReferences
w;<div class="ex5
SEC 1083;<div class="ex4
the Alternative Mortgage Transaction Parity Act of 1982;LegalReferences
The Alternative Mortgage Transaction Parity Act of 1982 12 USC 3801 et seq;LegalReferences
section 803 12 USC 38021;LegalReferences
section 804 12 USC 3803;LegalReferences
the Alternative Mortgage Transaction Parity Act;LegalReferences
SEC 1084;<div class="ex4
Fund Transfer Act 15 USC 1693 et seq;LegalReferences
subsections a and e;LegalReferences
section 904;LegalReferences
the Credit Card Act of 2009;LegalReferences
section 1076;LegalReferences
section 903 15 USC 1693a;LegalReferences
paragraphs 3 through 11;LegalReferences
paragraphs 4 through 12;LegalReferences
section 904 15 USC 1693b;LegalReferences
a Prescription;<div class="ex5
section 1029a;LegalReferences
section 916d 15 USC 1693m;LegalReferences
the Credit CARD Act of 2009;LegalReferences
section 918 15 USC 1693o;LegalReferences
paragraphs 3 through 5;LegalReferences
paragraphs 2 through 4;LegalReferences
Overall;LogicalConnectors
committed to;EconomicOperands
SEC 1085;<div class="ex4
The Equal;<div class="ex5
Credit Opportunity Act 15 USC 1691 et seq;LegalReferences
section 703f;LegalReferences
section 704a4 15 USC 1691ca4;LegalReferences
section 702 15 USC 1691a;LegalReferences
section 703 15 USC 1691b;LegalReferences
SEC 703 Promulgation;<div class="ex4
subsections a through e;LegalReferences
section 704 15 USC 1691c;LegalReferences
the Consumer Protection Financial Protection Act of 2010;LegalReferences
paragraphs 3 through 9;LegalReferences
paragraphs 2 through 8;LegalReferences
Subtitle E;LegalReferences
paragraphs 1 through 8;LegalReferences
section 706e 15 USC 1691ee;LegalReferences
section 706g 15 USC 1691eg;LegalReferences
section 706f 15 USC 1691ef;LegalReferences
SEC 1086;<div class="ex4
the Expedited Funds Availability Act;LegalReferences
Section 603d1;LegalReferences
